ID,Date,Customer,Gender,City,Distributors,Branch,Manager,Product,Category,Price,Cost,Qty,Total_Sales,cogs,Profit
88065565692,2020-12-03,Adriana O Medved,Female,Auburn,Twanna Y Manges,Uptown Store,Drek Yassi,Boost,Non Alcoholic,12,9,12000,144000,108000,36000
88065565693,2020-12-04,Rick E Armenta,Male,Betavia,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Alcoholic,10,7,60,600,420,180
88065565694,2020-12-05,Garland J Verville,Male,Beacon,Twanna Y Manges,Uptown Store,Drek Yassi,Cazadores Tequila,Alcoholic,15,12,89,1335,1068,267
88065565695,2020-12-06,Ettie S Stilwell,Female,Choes,Reatha Q Breazeale,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,77,1155,924,231
88065565696,2020-12-07,Ronnie G Gumbs,Male,Fulton,Twanna Y Manges,Uptown Store,Drek Yassi,Boost,Non Alcoholic,20,17,68,1360,1156,204
88065565697,2020-08-23,Shirley H Mettler,Male,Geneva,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,12,9,15,180,135,45
88065565698,2020-08-24,Ahmed V Lease,Male,Elmira,Twanna Y Manges,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,13,10,47,611,470,141
88065565699,2020-08-25,Albert Z Dunford,Male,Glen Cove,Reatha Q Breazeale,Main Street,Drek Yassi,Boost,Alcoholic,15,12,6,90,72,18
88065565700,2020-08-29,Erin L Jasmin,Female,Glens Falls,Twanna Y Manges,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,14,11,10,140,110,30
88065565701,2020-08-28,Raphael W Kellner,Male,Hornell ,Reatha Q Breazeale,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,30,27,11,330,297,33
88065565702,2020-08-28,Man W Bean,Female,Hudson,Twanna Y Manges,Uptown Store,Drek Yassi,Boost,Non Alcoholic,16,13,60,960,780,180
88065565703,2020-08-29,Nikia Z Thrasher,Female,Johnstown,Reatha Q Breazeale,Main Street,Drek Yassi,Cel Ray,Alcoholic,9,6,89,801,534,267
88065565704,2020-08-30,Cedrick M Cordle,Male,Kingston,Twanna Y Manges,Uptown Store,Drek Yassi,Cazadores Tequila,Alcoholic,5,2,77,385,154,231
88065565705,2020-08-31,Chi S Clopton,Male,Little Falls,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,18,15,68,1224,1020,204
88065565706,2020-08-01,Carl M Paddock,Male,Lockport,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,10,7,15,150,105,45
88065565707,2020-08-02,Nestor T Ventura,Male,Long Beach,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,20,17,100,2000,1700,300
88065565708,2020-08-03,Salvatore J Lindell,Male,Middletown,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,70,67,3000,210000,201000,9000
88065565709,2020-08-04,Phil T Urena,Male,Mount,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,15,12,5000,75000,60000,15000
88065565710,2020-08-05,Buford Q Giancola,Male,New York,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,300,3600,2700,900
88065565711,2020-08-09,Garland Z Leavell,Male,Newburgh,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,18,15,2000,36000,30000,6000
88065565712,2020-08-08,Fe A Schrock,Female,Olean,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,23,20,600,13800,12000,1800
88065565713,2020-08-08,Dustin Y Espey,Male,Peekskill,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Alcoholic,9,6,1230,11070,7380,3690
88065565714,2020-08-09,Tinisha V Vince,Female,Port Jervis,Twanna Y Manges,Uptown Store,Ben Frech,Cazadores Tequila,Alcoholic,18,15,900,16200,13500,2700
88065565715,2020-08-10,Isis F Hash,Female,Poughkeepsie,Reatha Q Breazeale,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,5,2,2390,11950,4780,7170
88065565716,2020-08-11,Hai Y Arden,Male,Rye ,Twanna Y Manges,Uptown Store,Ben Frech,Boost,Non Alcoholic,14,11,10000,140000,110000,30000
88065565717,2020-08-12,Gerardo Q Bergen,Male,Rome,Reatha Q Breazeale,Main Street,Ben Frech,Cel Ray,Non Alcoholic,6,3,2300,13800,6900,6900
88065565718,2020-08-13,Jewel R Willhite,Male,Rochester,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,10,7,7800,78000,54600,23400
88065565719,2020-08-14,Jesus E Mclelland,Male,Salamanca,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,13,10,450,5850,4500,1350
88065565720,2020-08-15,Dortha Z Harty,Female,Springs,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,20,17,2000,40000,34000,6000
88065565721,2020-08-19,Pete B Donnelly,Male,Sherrill,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,123,1845,1476,369
88065565722,2020-08-18,Kristen A Beauchemin,Female,Syracuse,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,20,17,12903,258060,219351,38709
88065565723,2020-08-18,Celesta L Reeser,Female,Troy,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,12,9,100000,1200000,900000,300000
88065565724,2020-08-19,Desiree L Sobel,Female,Watertown,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,16,13,12000,192000,156000,36000
88065565725,2020-08-20,Izetta B Alford,Female,Watervliet,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,70,67,60,4200,4020,180
88065565726,2020-08-21,Hermila X Crosslin,Female,Yakers,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,15,12,89,1335,1068,267
88065565727,2020-08-22,Tommy I Meadows,Male,New York,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,16,13,77,1232,1001,231
88065565728,2020-08-23,Cordell M Tweedy,Male,Hempstead,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,68,1360,1156,204
88065565729,2020-08-24,Bernarda E Gervais,Female,Brookhaven,Antone E Angel,Main Street,Ben Frech,Boost,Alcoholic,12,9,15,180,135,45
88065565730,2020-08-25,Raymon I Chavarria,Male,Islip,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,12,9,47,564,423,141
88065565731,2020-08-29,Audrea B Prather,Female,Babylon,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,18,15,6,108,90,18
88065565732,2020-08-28,Isis N Rufus,Female,Albany,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,10,7,10,100,70,30
88065565733,2020-08-28,Lucienne U Clyne,Female,Auburn,Antone E Angel,Main Street,Ben Frech,Cel Ray,Alcoholic,15,12,11,165,132,33
88065565734,2020-08-29,Jasper P Barnaby,Male,Betavia,Antone E Angel,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,23,20,60,1380,1200,180
88065565735,2020-08-30,Walter B Mcmorrow,Male,Beacon,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,9,6,89,801,534,267
88065565736,2020-08-31,Shasta F Bay,Female,Elmira,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,18,15,77,1386,1155,231
88065565737,2020-09-01,Darren U Shoulders,Male,Glen Cove,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,14,11,68,952,748,204
88065565738,2020-09-02,Nicola S Bellis,Female,New York,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,30,27,15,450,405,45
88065565739,2020-09-03,Thurman T Caceres,Male,Hempstead,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,16,13,100,1600,1300,300
88065565740,2020-09-04,Allen L Vachon,Female,Brookhaven,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,52,49,3000,156000,147000,9000
88065565741,2020-09-05,Yung G Booher,Female,Glen Cove,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,14,11,5000,70000,55000,15000
88065565742,2020-09-09,Emiko Z Lolley,Female,Glens Falls,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,6,3,300,1800,900,900
88065565743,2020-09-08,Dian I Peachey,Female,Hornell ,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,13,10,2000,26000,20000,6000
88065565744,2020-09-08,Carmen U Benbow,Female,Hudson,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,15,12,600,9000,7200,1800
88065565745,2020-09-09,Kimberly K Carr,Female,Johnstown,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,1230,24600,20910,3690
88065565746,2020-09-10,Damian F Mcgaughey,Male,Kingston,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,12,9,900,10800,8100,2700
88065565747,2020-09-11,Jeff W Zacarias,Male,Little Falls,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,16,13,2390,38240,31070,7170
88065565748,2020-09-12,Vernell X Amado,Female,Lockport,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,20,17,10000,200000,170000,30000
88065565749,2020-09-13,Nadia B Rosner,Female,Long Beach,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,12,9,2300,27600,20700,6900
88065565750,2020-09-14,Elijah P Elkin,Male,Middletown,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,10,7,7800,78000,54600,23400
88065565751,2020-09-15,Kirby W Estrella,Male,Mount,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,450,6750,5400,1350
88065565752,2020-09-19,Bernie M Kish,Male,New York,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,15,12,2000,30000,24000,6000
88065565753,2020-09-18,Judson Y Hodson,Male,Salamanca,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,20,17,123,2460,2091,369
88065565754,2020-09-18,Carey N Mccready,Female,Springs,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,12,9,12903,154836,116127,38709
88065565755,2020-09-19,Shayne T Claytor,Male,Sherrill,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,13,10,100000,1300000,1000000,300000
88065565756,2020-09-20,Ashlie G Cadena,Female,Syracuse,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,15,12,12000,180000,144000,36000
88065565757,2020-09-21,Noah O Love,Male,Troy,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,14,11,60,840,660,180
88065565758,2020-09-22,Lashaunda Y Munden,Female,Olean,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,30,27,89,2670,2403,267
88065565759,2020-09-23,Colin V Likens,Male,Peekskill,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,16,13,77,1232,1001,231
88065565760,2020-09-24,Kylie K Freda,Female,Port Jervis,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,9,6,68,612,408,204
88065565761,2020-09-25,Krishna G Raby,Female,Kingston,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,5,2,15,75,30,45
88065565762,2020-09-29,Launa N Kohl,Female,Little Falls,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,18,15,47,846,705,141
88065565763,2020-09-28,Trent J Lockman,Male,Lockport,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,10,7,6,60,42,18
88065565764,2020-09-28,Alisha D Coppock,Female,Long Beach,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,20,17,10,200,170,30
88065565765,2020-09-29,Richie I Weisz,Male,Middletown,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,70,67,11,770,737,33
88065565766,2020-09-30,Leticia V Lewandowski,Female,Watervliet,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,15,12,60,900,720,180
88065565767,2020-09-20,Elaine B Randazzo,Female,Yakers,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,12,9,89,1068,801,267
88065565768,2020-01-01,Jack J Warfel,Male,New York,Twanna Y Manges,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,18,15,77,1386,1155,231
88065565769,2020-01-01,Kitty S Sickles,Female,Hempstead,Reatha Q Breazeale,Main Street,Drek Yassi,Boost,Alcoholic,23,20,68,1564,1360,204
88065565770,2020-01-01,Bruna R Welke,Female,New York,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,9,6,15,135,90,45
88065565771,2020-01-01,Felix S Croker,Male,Hempstead,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,18,15,100,1800,1500,300
88065565772,2020-01-01,Eartha Z Oceguera,Female,Brookhaven,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Non Alcoholic,5,2,3000,15000,6000,9000
88065565773,2020-01-01,Laurena P Caston,Female,Islip,Twanna Y Manges,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,14,11,5000,70000,55000,15000
88065565774,2020-01-01,Beatrice A Knopf,Female,Babylon,Reatha Q Breazeale,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,6,3,300,1800,900,900
88065565775,2020-01-01,Zoila X Nair,Female,Albany,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,10,7,2000,20000,14000,6000
88065565776,2020-01-01,Jae B Isabell,Male,Auburn,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,13,10,600,7800,6000,1800
88065565777,2020-01-01,Donald P Phaneuf,Male,Betavia,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,20,17,1230,24600,20910,3690
88065565778,2020-01-01,Tyrell R Bramlett,Male,Beacon,Twanna Y Manges,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,900,13500,10800,2700
88065565779,2020-01-01,Ela K Hames,Female,Choes,Reatha Q Breazeale,Main Street,Drek Yassi,Boost,Alcoholic,20,17,2390,47800,40630,7170
88065565780,2020-01-01,Marlon M Caddell,Male,Fulton,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,12,9,10000,120000,90000,30000
88065565781,2020-01-01,Nolan V Velazco,Male,Geneva,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,16,13,2300,36800,29900,6900
88065565782,2020-01-01,Ashanti R Swim,Female,Elmira,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Non Alcoholic,70,67,7800,546000,522600,23400
88065565783,2020-01-01,Tamica J Holoman,Female,Glen Cove,Twanna Y Manges,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,15,12,450,6750,5400,1350
88065565784,2020-01-01,Marcell T Farias,Female,Glens Falls,Reatha Q Breazeale,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,16,13,2000,32000,26000,6000
88065565785,2020-01-01,Abram Q Keffer,Male,Hornell ,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,20,17,123,2460,2091,369
88065565786,2020-01-01,Silas S Pyatt,Male,Hudson,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,12,9,12903,154836,116127,38709
88065565787,2020-01-01,Patria D Riedel,Female,Johnstown,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,12,9,100000,1200000,900000,300000
88065565788,2020-01-01,Nicholas B Salcedo,Male,Kingston,Twanna Y Manges,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,18,15,12000,216000,180000,36000
88065565789,2020-01-01,Brendon E Mone,Male,Little Falls,Reatha Q Breazeale,Main Street,Drek Yassi,Boost,Alcoholic,10,7,60,600,420,180
88065565790,2020-01-01,Velda V Larue,Female,Lockport,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,15,12,89,1335,1068,267
88065565791,2020-01-01,Sharita Y Lombardi,Female,Long Beach,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,23,20,77,1771,1540,231
88065565792,2020-01-01,Virgil R Yuen,Male,Middletown,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Non Alcoholic,9,6,68,612,408,204
88065565793,2020-01-01,Delfina O Day,Female,Mount,Twanna Y Manges,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,18,15,15,270,225,45
88065565794,2020-01-01,Haley G Bova,Female,New York,Reatha Q Breazeale,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,14,11,47,658,517,141
88065565795,2020-01-01,Margarite E Blalock,Female,Newburgh,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,30,27,6,180,162,18
88065565796,2020-01-01,Rina L Chacon,Female,Olean,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,16,13,10,160,130,30
88065565797,2020-01-01,Ramonita Z Fincher,Female,Peekskill,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,52,49,11,572,539,33
88065565798,2020-01-01,Lindsey W Whittle,Male,Port Jervis,Twanna Y Manges,Uptown Store,Drek Yassi,Oliver Cromwell,Alcoholic,14,11,60,840,660,180
88065565799,2020-01-01,Mauricio U Talty,Male,Poughkeepsie,Reatha Q Breazeale,Main Street,Drek Yassi,Boost,Alcoholic,6,3,89,534,267,267
88065565800,2020-01-01,Chau R Barron,Female,Rye ,Antone E Angel,Main Street,Drek Yassi,Cel Ray,Non Alcoholic,13,10,77,1001,770,231
88065565801,2020-01-01,Lino M Lizarraga,Male,Rome,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,15,12,68,1020,816,204
88065565802,2020-01-01,Fredericka J Varney,Female,Rochester,Merle N Burrus,Uptown Store,Drek Yassi,Boost,Non Alcoholic,20,17,15,300,255,45
88065565803,2020-01-01,Aundrea W Lundberg,Female,Salamanca,Twanna Y Manges,Uptown Store,Drek Yassi,Cel Ray,Alcoholic,12,9,100,1200,900,300
88065565804,2020-01-01,Son D Ricketts,Male,Springs,Reatha Q Breazeale,Main Street,Drek Yassi,Cazadores Tequila,Alcoholic,16,13,3000,48000,39000,9000
88065565805,2020-01-01,Dorothea J Canterbury,Female,Sherrill,Antone E Angel,Main Street,Drek Yassi,Oliver Cromwell,Alcoholic,20,17,5000,100000,85000,15000
88065565806,2020-01-01,Zenia D Owings,Female,Syracuse,Antone E Angel,Main Street,Drek Yassi,Boost,Non Alcoholic,12,9,300,3600,2700,900
88065565807,2020-01-01,Seth N Lipsky,Male,Troy,Merle N Burrus,Uptown Store,Drek Yassi,Cel Ray,Non Alcoholic,10,7,2000,20000,14000,6000
88065565808,2020-01-01,Miles N Light,Male,Watertown,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,15,12,600,9000,7200,1800
88065565809,2020-01-01,Tyler N Larkins,Male,Watervliet,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,15,12,1230,18450,14760,3690
88065565810,2020-01-01,Asa E Kunze,Male,Yakers,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,20,17,900,18000,15300,2700
88065565811,2020-01-01,Sal C Heiden,Male,New York,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,12,9,2390,28680,21510,7170
88065565812,2020-01-01,Tomas V Krout,Male,Hempstead,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,13,10,10000,130000,100000,30000
88065565813,2020-01-01,Ben N Lamson,Male,Brookhaven,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,15,12,2300,34500,27600,6900
88065565814,2020-01-01,Myra H Parra,Female,Islip,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,14,11,7800,109200,85800,23400
88065565815,2020-01-01,Adele M Burnam,Female,Babylon,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,30,27,450,13500,12150,1350
88065565816,2020-01-01,Adria M Melendrez,Female,Albany,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,16,13,2000,32000,26000,6000
88065565817,2020-01-01,Clemmie F Montague,Female,Auburn,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,9,6,123,1107,738,369
88065565818,2020-01-01,Valarie O Gorecki,Female,Betavia,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,5,2,12903,64515,25806,38709
88065565819,2020-01-01,Adell W Trower,Female,Beacon,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,18,15,100000,1800000,1500000,300000
88065565820,2020-01-01,Eric C Irvine,Male,Elmira,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,10,7,12000,120000,84000,36000
88065565821,2020-01-01,Letha L Apel,Female,Glen Cove,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,20,17,60,1200,1020,180
88065565822,2020-01-01,Nannie Z Seeman,Female,New York,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,70,67,89,6230,5963,267
88065565823,2020-01-01,Reynalda M Millwood,Female,Hempstead,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,15,12,77,1155,924,231
88065565824,2020-01-01,Tanner Y Hollenbeck,Male,Brookhaven,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,12,9,68,816,612,204
88065565825,2020-01-01,Amado C Bonet,Male,Glen Cove,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,18,15,15,270,225,45
88065565826,2020-01-01,Jeanetta N Norden,Female,Glens Falls,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,23,20,47,1081,940,141
88065565827,2020-01-01,Paris U Leite,Male,Hornell ,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,9,6,6,54,36,18
88065565828,2020-01-01,Alexis Q Grose,Male,Hudson,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,10,180,150,30
88065565829,2020-01-01,Chadwick I Hargreaves,Male,Johnstown,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,5,2,11,55,22,33
88065565830,2020-01-01,Perry E Huddleston,Male,Kingston,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,14,11,60,840,660,180
88065565831,2020-01-01,Hollis Z Carr,Male,Little Falls,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,6,3,89,534,267,267
88065565832,2020-01-01,Kiara T Martinez,Female,Lockport,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,10,7,77,770,539,231
88065565833,2020-01-01,Brigitte D Fendley,Female,Long Beach,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,13,10,68,884,680,204
88065565834,2020-01-01,Bobbie P Chumley,Male,Middletown,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,20,17,15,300,255,45
88065565835,2020-01-01,Hong M Townson,Male,Mount,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,100,1500,1200,300
88065565836,2020-01-01,Keith B Macha,Female,New York,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,20,17,3000,60000,51000,9000
88065565837,2020-01-01,Harriett A Mccurry,Female,Salamanca,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,12,9,5000,60000,45000,15000
88065565838,2020-01-01,Andres S Garner,Male,Springs,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,16,13,300,4800,3900,900
88065565839,2020-01-01,Ken X Weisberg,Male,Sherrill,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,70,67,2000,140000,134000,6000
88065565840,2020-01-01,Moises U Hughs,Male,Syracuse,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,15,12,600,9000,7200,1800
88065565841,2020-01-01,Sunshine F Earle,Female,Troy,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,16,13,1230,19680,15990,3690
88065565842,2020-01-01,Lavette P Cheney,Female,Olean,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,20,17,900,18000,15300,2700
88065565843,2020-01-01,Carmen F Barret,Female,Peekskill,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,12,9,2390,28680,21510,7170
88065565844,2020-01-01,Lizzie D Ratcliff,Female,Port Jervis,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,12,9,10000,120000,90000,30000
88065565845,2020-01-01,Nick Q Packard,Male,Kingston,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,18,15,2300,41400,34500,6900
88065565846,2020-01-01,Alonzo W Stanford,Male,Little Falls,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,10,7,7800,78000,54600,23400
88065565847,2020-01-01,Brett Z Vadnais,Male,Lockport,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,18,15,450,8100,6750,1350
88065565848,2020-01-01,Madalene J Martine,Female,Long Beach,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,10,7,2000,20000,14000,6000
88065565849,2020-01-01,Charles S Nicholes,Male,Middletown,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,15,12,123,1845,1476,369
88065565850,2020-01-01,Kristofer Y Fizer,Male,Watervliet,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,23,20,12903,296769,258060,38709
88065565851,2020-01-01,Elmo G Pagano,Male,Yakers,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,9,6,100000,900000,600000,300000
88065565852,2020-01-01,Lindy M Reel,Female,New York,Merle N Burrus,Uptown Store,Ben Frech,Boost,Non Alcoholic,18,15,12000,216000,180000,36000
88065565853,2020-01-01,Dewayne X Groom,Male,Hempstead,Twanna Y Manges,Uptown Store,Ben Frech,Cel Ray,Alcoholic,18,15,60,1080,900,180
88065565854,2020-01-01,Elenora V Halley,Female,New York,Reatha Q Breazeale,Main Street,Ben Frech,Cazadores Tequila,Alcoholic,10,7,89,890,623,267
88065565855,2020-01-01,Rosette F Cascio,Female,Hempstead,Antone E Angel,Main Street,Ben Frech,Oliver Cromwell,Alcoholic,15,12,77,1155,924,231
88065565856,2020-01-01,Analisa X Birdsell,Female,Brookhaven,Antone E Angel,Main Street,Ben Frech,Boost,Non Alcoholic,23,20,68,1564,1360,204
88065565857,2020-01-01,Jacinta Y Cheney,Female,Islip,Merle N Burrus,Uptown Store,Ben Frech,Cel Ray,Non Alcoholic,9,6,15,135,90,45
88065565858,2020-01-01,Matt D Bramblett,Male,Babylon,Twanna Y Manges,Uptown Store,Ben Frech,Oliver Cromwell,Alcoholic,18,15,47,846,705,141
88065565859,2020-01-01,Queenie M Alder,Female,Albany,Reatha Q Breazeale,Main Street,Ben Frech,Boost,Alcoholic,18,15,6,108,90,18
88065565860,2020-01-01,Darwin W Lemoine,Male,Auburn,Antone E Angel,Main Street,Ben Frech,Cel Ray,Non Alcoholic,10,7,10,100,70,30
