ID,Date,Customer,Gender,City,Sales_Rep,Store,Supervisor,Manager,Product,Category,Price,Cost,Qty,Total_Sales,COGS,Gross_Profit,Column2,Month
88065565976,44066,Jocelyn Q Scotti,Female,New York,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Smirnoff,Alcoholic,15,12,11,165,132,33,8,Sept
88065565977,44044,Orval Q Schlesinger,Male,Watertown,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Fireball,Alcoholic,15,12,60,900,720,180,8,Sept
88065565978,44045,Elois Z Ono,Female,Watervliet,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Jose Cuervo,Alcoholic,20,17,89,1780,1513,267,8,Sept
88065565979,44046,Andreas L Kennard,Male,Yakers,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Agavales,Alcoholic,12,9,77,924,693,231,8,Sept
88065565980,44047,Randee X Blunt,Female,New York,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Pinnacle,Alcoholic,13,10,68,884,680,204,8,Sept
88065565981,44048,Chester N Sitz,Male,Hempstead,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Bacardi Rum,Alcoholic,15,12,15,225,180,45,8,Sept
88065565982,44052,Allyson I Ours,Female,Brookhaven,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Suedka,Alcoholic,14,11,47,658,517,141,8,Sept
88065565983,44051,Marlana W Zak,Female,Islip,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Apple Beer,Alcoholic,30,27,6,180,162,18,8,Sept
88065565984,44051,Shanti P Brinegar,Female,Babylon,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Birch Beer,Alcoholic,16,13,10,160,130,30,8,Sept
88065565985,44052,Valentin T Dearborn,Male,Albany,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Boost,Non Alcoholic,9,6,11,99,66,33,8,Sept
88065565986,44053,Stanton Y Cavallaro,Male,Auburn,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cel Ray,Non Alcoholic,5,2,60,300,120,180,8,Sept
88065565987,44054,Adelaide L Harrop,Female,Betavia,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Cheerwine,Non Alcoholic,18,15,89,1602,1335,267,8,Sept
88065565988,44055,Vonda U Mckinnis,Female,Beacon,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,77,770,539,231,8,Sept
88065565989,44056,Graham O Romeo,Male,Elmira,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,68,1360,1156,204,8,Sept
88065565990,44057,Bert Q Lauritzen,Male,Glen Cove,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Date Shake,Non Alcoholic,70,67,15,1050,1005,45,8,Sept
88065565991,44058,Bryce B Edens,Male,New York,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Dr. Enuf,Non Alcoholic,15,12,47,705,564,141,8,Sept
88065565992,44062,Leonia Y Derosier,Female,Hempstead,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Dr. Nut,Non Alcoholic,12,9,6,72,54,18,8,Sept
88065565993,44061,Jesus H Guillen,Male,Brookhaven,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Egg Cream,Non Alcoholic,18,15,10,180,150,30,8,Sept
88065565994,44061,Sammy C Holtzclaw,Male,Glen Cove,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Faygo,Non Alcoholic,23,20,11,253,220,33,8,Sept
88065565995,44062,Irving C Pillar,Male,Glens Falls,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Green River,Non Alcoholic,9,6,60,540,360,180,8,Sept
88065565996,44063,Amiee Z Chaffins,Female,Hornell ,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Ironport,Non Alcoholic,18,15,89,1602,1335,267,8,Sept
88065565997,44064,Carolina B Pasillas,Female,Hudson,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Oliver Cromwell,Alcoholic,52,49,77,4004,3773,231,8,Sept
88065565998,44065,Stasia L Daley,Female,Johnstown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Boost,Non Alcoholic,9,6,68,612,408,204,8,Sept
88065565999,44066,Kimberlee J Hawkins,Female,Kingston,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Cel Ray,Non Alcoholic,5,2,15,75,30,45,8,Sept
88065566000,44067,Valencia M Cuffee,Female,Little Falls,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Degrees Vodka,Alcoholic,14,11,47,658,517,141,8,Sept
88065566001,44068,Gavin V Mckillip,Male,Lockport,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,St. Amdr Cabernet,Alcoholic,6,3,6,36,18,18,8,Sept
88065566002,44072,Veronica I Mower,Female,Long Beach,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,10,100,70,30,8,Sept
88065566003,44071,Efren G Ager,Male,Middletown,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Nake Turtle,Alcoholic,13,10,11,143,110,33,8,Sept
88065566004,44071,Christoper K Manzano,Male,Mount,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,60,1200,1020,180,8,Sept
88065566005,44072,Jayson S Carrol,Male,New York,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Gallo XO,Alcoholic,15,12,89,1335,1068,267,8,Sept
88065566006,44073,Alexis C Amaral,Male,Salamanca,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,77,1540,1309,231,8,Sept
88065566007,44074,Carter B Hilderbrand,Male,Springs,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,68,816,612,204,8,Sept
88065566008,44044,Adelia U Villagomez,Female,Sherrill,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Janie Stewart,Alcoholic,16,13,15,240,195,45,8,Sept
88065566009,44045,Silas J Wojcik,Male,Syracuse,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Date Shake,Non Alcoholic,70,67,47,3290,3149,141,8,Sept
88065566010,44046,Sheila F Bergman,Female,Troy,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Dr. Enuf,Non Alcoholic,15,12,6,90,72,18,8,Sept
88065566011,44047,Korey U Eddington,Male,Olean,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Janie Stewart,Alcoholic,16,13,10,160,130,30,8,Sept
88065566012,44048,Brenton U Boyett,Male,Peekskill,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,11,220,187,33,8,Sept
88065566013,44052,Debrah X Flury,Female,Port Jervis,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Uv Blue,Alcoholic,12,9,60,720,540,180,8,Sept
88065566014,44051,Min X Buckmaster,Female,Kingston,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Dr. Nut,Non Alcoholic,12,9,89,1068,801,267,8,Sept
88065566015,44051,Ramona V Hemphill,Female,Little Falls,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Egg Cream,Non Alcoholic,18,15,77,1386,1155,231,8,Sept
88065566016,44052,Misti H Mendenhall,Female,Lockport,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Burnett's,Alcoholic,10,7,68,680,476,204,8,Sept
88065566017,44053,Lemuel V Darden,Male,Long Beach,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Smirnoff,Alcoholic,15,12,15,225,180,45,8,Sept
88065566018,44054,Ellis J Mccune,Male,Middletown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Fireball,Alcoholic,15,12,47,705,564,141,8,Sept
88065566019,44055,Stacey H Galante,Male,Watervliet,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Faygo,Non Alcoholic,23,20,6,138,120,18,8,Sept
88065566020,44056,Jaquelyn C Holzman,Female,Yakers,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Green River,Non Alcoholic,9,6,10,90,60,30,8,Sept
88065566021,44057,Marcellus H Macintyre,Male,New York,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Ironport,Non Alcoholic,18,15,11,198,165,33,8,Sept
88065566022,44058,Toney O Gentle,Male,Hempstead,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Suedka,Alcoholic,14,11,60,840,660,180,8,Sept
88065566023,44062,Sam E Lacey,Male,New York,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Apple Beer,Alcoholic,30,27,89,2670,2403,267,8,Sept
88065566024,44061,Arden B Fujita,Male,Hempstead,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Birch Beer,Alcoholic,16,13,77,1232,1001,231,8,Sept
88065566025,44061,Linsey P Orsini,Female,Brookhaven,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Oliver Cromwell,Alcoholic,52,49,68,3536,3332,204,8,Sept
88065566026,44062,Ruby B Hare,Female,Islip,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Degrees Vodka,Alcoholic,14,11,15,210,165,45,8,Sept
88065566027,44063,Thomas H Huang,Male,Babylon,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,St. Amdr Cabernet,Alcoholic,6,3,47,282,141,141,8,Sept
88065566028,44064,Davida A Funkhouser,Female,Albany,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Nake Turtle,Alcoholic,13,10,6,78,60,18,8,Sept
88065566029,44065,Kristle D Figgs,Female,Auburn,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Gallo XO,Alcoholic,15,12,10,150,120,30,8,Sept
88065566030,44066,Duncan O Maheu,Male,Betavia,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,3,60,51,9,8,Sept
88065566031,44067,Elijah X Ahmad,Male,Beacon,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,4,48,36,12,8,Sept
88065566032,44068,Maryellen E Zackery,Female,Choes,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Janie Stewart,Alcoholic,16,13,5,80,65,15,8,Sept
88065566033,44072,Bret C Delancey,Male,Fulton,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,6,120,102,18,8,Sept
88065566034,44071,Bryan V Guyton,Male,Geneva,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Uv Blue,Alcoholic,12,9,3,36,27,9,8,Sept
88065566035,44071,Lakenya Z Mccroskey,Female,Elmira,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Burnett's,Alcoholic,10,7,7,70,49,21,8,Sept
88065566036,44072,Clyde P Ponton,Male,Glen Cove,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Smirnoff,Alcoholic,15,12,5,75,60,15,8,Sept
88065566037,44073,Waylon Z Curtsinger,Male,Glens Falls,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Fireball,Alcoholic,15,12,8,120,96,24,8,Sept
88065566038,44074,Reyes X Segal,Male,Hornell ,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Jose Cuervo,Alcoholic,20,17,9,180,153,27,8,Sept
88065566039,44075,Cristal Q Kucharski,Female,Hudson,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Agavales,Alcoholic,12,9,2,24,18,6,9,August
88065566040,44076,Sidney D Amore,Female,Johnstown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Pinnacle,Alcoholic,13,10,5,65,50,15,9,August
88065566041,44077,Stacy B Kennell,Female,Kingston,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Bacardi Rum,Alcoholic,15,12,7,105,84,21,9,August
88065566042,44078,Marleen R Guyette,Female,Little Falls,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Suedka,Alcoholic,14,11,7,98,77,21,9,August
88065566043,44079,Claudio Q Bien,Male,Lockport,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Apple Beer,Alcoholic,30,27,15,450,405,45,9,August
88065566044,44083,Esmeralda N Veliz,Female,Long Beach,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Birch Beer,Alcoholic,16,13,3,48,39,9,9,August
88065566045,44082,Toya B Rawlins,Female,Middletown,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Boost,Non Alcoholic,9,6,6,54,36,18,9,August
88065566046,44082,Lamar L Legg,Male,Mount,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cel Ray,Non Alcoholic,5,2,10,50,20,30,9,August
88065566047,44083,Carey J Sandlin,Male,New York,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Cheerwine,Non Alcoholic,18,15,11,198,165,33,9,August
88065566048,44084,Andres P Towles,Male,Newburgh,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Chicory Coffee,Non Alcoholic,10,7,3,30,21,9,9,August
88065566049,44085,Aleisha H Mathew,Female,Olean,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Speyburn Bradan,Alcoholic,20,17,1,20,17,3,9,August
88065566050,44086,Kizzy W Brazelton,Female,Peekskill,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Uv Blue,Alcoholic,12,9,1,12,9,3,9,August
88065566051,44087,Jeffery A Brafford,Male,Port Jervis,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Burnett's,Alcoholic,10,7,1,10,7,3,9,August
88065566052,44088,Bernardo X Barbee,Male,Poughkeepsie,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Smirnoff,Alcoholic,15,12,3,45,36,9,9,August
88065566053,44089,Lenny U Rister,Male,Rye ,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Fireball,Alcoholic,15,12,4,60,48,12,9,August
88065566054,44093,Lamont J Brescia,Male,Rome,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Jose Cuervo,Alcoholic,20,17,5,100,85,15,9,August
88065566055,44092,Ilse X Harr,Female,Rochester,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Agavales,Alcoholic,12,9,6,72,54,18,9,August
88065566056,44092,Janie P Caswell,Female,Salamanca,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Pinnacle,Alcoholic,13,10,7,91,70,21,9,August
88065566057,44093,Joesph Y Shrout,Male,Springs,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Bacardi Rum,Alcoholic,15,12,11,165,132,33,9,August
88065566058,44094,Dorla G Westberry,Female,Sherrill,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Suedka,Alcoholic,14,11,2,28,22,6,9,August
88065566059,44095,August C Strother,Male,Syracuse,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Apple Beer,Alcoholic,30,27,3,90,81,9,9,August
88065566060,44096,Lynn M Blocher,Male,Troy,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Birch Beer,Alcoholic,16,13,5,80,65,15,9,August
88065566061,44097,Kieth G Coney,Male,Watertown,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Boost,Non Alcoholic,9,6,2,18,12,6,9,August
88065566062,44098,Olevia U Cartier,Female,Watervliet,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Cel Ray,Non Alcoholic,5,2,1,5,2,3,9,August
88065566063,44099,Linwood J Franqui,Male,Yakers,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Cheerwine,Non Alcoholic,18,15,6,108,90,18,9,August
88065566064,44103,Reagan H Costas,Female,New York,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Chicory Coffee,Non Alcoholic,10,7,9,90,63,27,9,August
88065566065,44102,Rosalva G Shepley,Female,Hempstead,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Coffee Milk,Non Alcoholic,20,17,10,200,170,30,9,August
88065566066,44102,Keenan W Spruell,Male,Brookhaven,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Date Shake,Non Alcoholic,70,67,3,210,201,9,9,August
88065566067,44103,Chrissy H Edmonson,Female,Islip,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Dr. Enuf,Non Alcoholic,15,12,4,60,48,12,9,August
88065566068,44058,Joleen H Chea,Female,Babylon,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Dr. Nut,Non Alcoholic,12,9,5,60,45,15,8,Sept
88065566069,44062,Les V Gran,Male,Albany,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Egg Cream,Non Alcoholic,18,15,6,108,90,18,8,Sept
88065566070,44061,Walter H Hargreaves,Male,Auburn,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Faygo,Non Alcoholic,23,20,3,69,60,9,8,Sept
88065566071,44061,Akiko S Godby,Female,Betavia,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Green River,Non Alcoholic,9,6,7,63,42,21,8,Sept
88065566072,44062,Simon G Cromwell,Male,Beacon,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Ironport,Non Alcoholic,18,15,5,90,75,15,8,Sept
88065566073,44063,Tim U Kornegay,Male,Elmira,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Oliver Cromwell,Alcoholic,52,49,8,416,392,24,8,Sept
88065566074,44064,Loren I Casady,Male,Glen Cove,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Boost,Non Alcoholic,9,6,9,81,54,27,8,Sept
88065566075,44065,Rufus F Furlong,Male,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Cel Ray,Non Alcoholic,5,2,2,10,4,6,8,Sept
88065566076,44066,Zackary G Parkins,Male,Hempstead,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Degrees Vodka,Alcoholic,14,11,5,70,55,15,8,Sept
88065566077,44067,Cedric N Cavallo,Male,Brookhaven,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,St. Amdr Cabernet,Alcoholic,6,3,7,42,21,21,8,Sept
88065566078,44068,Donya G Rodden,Female,Glen Cove,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Chicory Coffee,Non Alcoholic,10,7,7,70,49,21,8,Sept
88065566079,44072,Arlen F Maly,Male,Glens Falls,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Nake Turtle,Alcoholic,13,10,15,195,150,45,8,Sept
88065566080,44071,Bo E Curlee,Male,Hornell ,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Coffee Milk,Non Alcoholic,20,17,3,60,51,9,8,Sept
88065566081,44071,Rosanna D Standley,Female,Hudson,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Gallo XO,Alcoholic,15,12,6,90,72,18,8,Sept
88065566082,44072,Jody K Rude,Male,Johnstown,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Cazadores Tequila,Alcoholic,20,17,10,200,170,30,8,Sept
88065566083,44073,Arlen Z Vanslyke,Male,Kingston,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Benchmark Bourbon,Alcoholic,12,9,11,132,99,33,8,Sept
88065566084,44074,Korey I Garrity,Male,Little Falls,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Janie Stewart,Alcoholic,16,13,3,48,39,9,8,Sept
88065566085,44044,Jose P Tubbs,Male,Lockport,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Date Shake,Non Alcoholic,70,67,1,70,67,3,8,Sept
88065566086,44045,Elroy L Shorts,Male,Long Beach,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Dr. Enuf,Non Alcoholic,15,12,1,15,12,3,8,Sept
88065566087,44046,Roberto A Fresquez,Male,Middletown,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Janie Stewart,Alcoholic,16,13,1,16,13,3,8,Sept
88065566088,44047,Ronnie E Swim,Female,Mount,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Speyburn Bradan,Alcoholic,20,17,3,60,51,9,8,Sept
88065566089,44048,Brad I Pattison,Male,New York,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Uv Blue,Alcoholic,12,9,4,48,36,12,8,Sept
88065566090,44052,Angela P Lorenzen,Female,Salamanca,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Dr. Nut,Non Alcoholic,12,9,5,60,45,15,8,Sept
88065566091,44051,Russ U Belliveau,Male,Springs,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Egg Cream,Non Alcoholic,18,15,6,108,90,18,8,Sept
88065566092,44051,Rashida M Durante,Female,Sherrill,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Burnett's,Alcoholic,10,7,7,70,49,21,8,Sept
88065566093,44052,Grady Y Perera,Male,Syracuse,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Smirnoff,Alcoholic,15,12,11,165,132,33,8,Sept
88065566094,44053,Nigel O Sansom,Male,Troy,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Fireball,Alcoholic,15,12,2,30,24,6,8,Sept
88065566095,44054,Orval N Pichardo,Male,Olean,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Faygo,Non Alcoholic,23,20,3,69,60,9,8,Sept
88065566096,44055,Bong M Alvares,Female,Peekskill,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Green River,Non Alcoholic,9,6,5,45,30,15,8,Sept
88065566097,44056,Federico I Carlile,Male,Port Jervis,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Ironport,Non Alcoholic,18,15,2,36,30,6,8,Sept
88065566098,44057,Marco J Desilva,Male,Kingston,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Suedka,Alcoholic,14,11,1,14,11,3,8,Sept
88065566099,44058,Natasha L Mcelhannon,Female,Little Falls,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Apple Beer,Alcoholic,30,27,6,180,162,18,8,Sept
88065566100,44062,Cristi T Clem,Female,Lockport,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Birch Beer,Alcoholic,16,13,9,144,117,27,8,Sept
88065566101,44061,Andreas T Viles,Male,Long Beach,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Oliver Cromwell,Alcoholic,52,49,10,520,490,30,8,Sept
88065566102,44061,Liz R Lomonaco,Female,Middletown,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Degrees Vodka,Alcoholic,14,11,3,42,33,9,8,Sept
88065566103,44062,Elenor B Gibbs,Female,Watervliet,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,St. Amdr Cabernet,Alcoholic,6,3,4,24,12,12,8,Sept
88065566104,44063,Van T Dotson,Male,Yakers,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Nake Turtle,Alcoholic,13,10,5,65,50,15,8,Sept
88065566105,44064,Hoyt O Reiss,Male,New York,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Gallo XO,Alcoholic,15,12,6,90,72,18,8,Sept
88065566106,44065,Danette A Kuykendall,Female,Hempstead,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,3,60,51,9,8,Sept
88065566107,44066,Silvana V Hendrix,Female,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,7,84,63,21,8,Sept
88065566108,44067,Clara B Sifuentes,Female,Hempstead,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Janie Stewart,Alcoholic,16,13,5,80,65,15,8,Sept
88065566109,44068,Luella W Kemmerer,Female,Brookhaven,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,8,160,136,24,8,Sept
88065566110,44072,Adella U Foushee,Female,Islip,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Uv Blue,Alcoholic,12,9,9,108,81,27,8,Sept
88065566111,44071,Mirian E Gorman,Female,Babylon,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Burnett's,Alcoholic,10,7,2,20,14,6,8,Sept
88065566112,44071,Donna R Woodrum,Female,Albany,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Smirnoff,Alcoholic,15,12,5,75,60,15,8,Sept
88065566113,44072,Dusty L Kugler,Male,Auburn,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Fireball,Alcoholic,15,12,7,105,84,21,8,Sept
88065566114,44073,Toney W Bollman,Male,Betavia,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Jose Cuervo,Alcoholic,20,17,7,140,119,21,8,Sept
88065566115,44074,Dennis K Cayer,Male,Beacon,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Agavales,Alcoholic,12,9,15,180,135,45,8,Sept
88065566116,44075,Karl O Langlinais,Male,Choes,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Pinnacle,Alcoholic,13,10,3,39,30,9,9,August
88065566117,44076,Hung H Nicola,Male,Fulton,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Bacardi Rum,Alcoholic,15,12,6,90,72,18,9,August
88065566118,44077,Dovie F Larue,Female,Geneva,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Suedka,Alcoholic,14,11,10,140,110,30,9,August
88065566119,44078,Verona H Brobst,Female,Elmira,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Apple Beer,Alcoholic,30,27,11,330,297,33,9,August
88065566120,44079,Gwyn N Mitzel,Female,Glen Cove,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Birch Beer,Alcoholic,16,13,3,48,39,9,9,August
88065566121,44083,Linh U Ashton,Female,Glens Falls,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Boost,Non Alcoholic,9,6,1,9,6,3,9,August
88065566122,44082,Guillermo X Schwan,Male,Hornell ,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Cel Ray,Non Alcoholic,5,2,1,5,2,3,9,August
88065566123,44082,Arron R Vegas,Male,Hudson,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Cheerwine,Non Alcoholic,18,15,1,18,15,3,9,August
88065566124,44083,Curtis E Quayle,Female,Johnstown,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,3,30,21,9,9,August
88065566125,44084,Walton U Kapoor,Male,Kingston,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,4,80,68,12,9,August
