Sales ID,Sales Date,Customer Name,Gender,Stores,Sales Reps,Product,Category,Qty,Trans.Types,Price,Cost,Total Sales,COGS,Gross Profit,Week days
ID751,01-08-2020,Hugo V Majrwski,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,6700,5001,13400,10002,3398,Sat
ID752,02-08-2020,Osvaldo E Heprer,Male,Garden City,Felex Ada,Heels,Women Bag,1,Sales,6700,5002,6700,5002,1698,Sun
ID753,03-08-2020,Ashly R Saar,Female,Harrison,Winner Sanda,Calf Boots Men,Men Shoes,1,Sales,6700,5000,6700,5000,1700,Mon
ID754,01-05-2020,Lavonna Y Gebr,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,1,Sales,2250,2200,2250,2200,50,Fri
ID755,02-05-2020,Stacey D Seare,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,1,Sales,100,90,100,90,10,Sat
ID756,03-05-2020,Landon A Kerroot,Male,Holbrook,Peter Pan,Brogues,Women Bag,2,Sales,100,80,200,160,40,Sun
ID757,04-05-2020,Ward Z Kelr,Female,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,2000,1850,4000,3700,300,Mon
ID758,05-05-2020,Lachelle Q Cror,Female,Holbrook,Peter Pan,Heels,Women Bag,1,Sales,9500,8000,9500,8000,1500,Tue
ID759,06-05-2020,Nickolas S Gamrlin,Female,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,100,Sales,4700,4000,470000,400000,70000,Wed
ID760,07-05-2020,Santo Z Wesrlund,Male,Holbrook,Peter Pan,Foot Ball Boots Women,Women Bag,2,Sales,400,360,800,720,80,Thu
ID761,05-05-2020,Enrique O Harrfield,Male,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,2,Sales,100,90,200,180,20,Tue
ID762,09-05-2020,Bernard N Wearherly,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,20,Sales,1600,1590,32000,31800,200,Sat
ID763,10-05-2020,Cordia M Knorp,Male,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,1,Sales,50,45,50,45,5,Sun
ID764,11-05-2020,Burton C Jin,Female,Holbrook,Peter Pan,Flip Flops,Women Bag,2,Sales,600,450,1200,900,300,Mon
ID765,12-05-2020,Lauren O Guzri,Male,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,2,Sales,170,150,340,300,40,Tue
ID766,13-05-2020,Carter C Hunr,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,1,Sales,25,20,25,20,5,Wed
ID767,14-05-2020,Isaiah Y Magrood,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,1,Sales,10000,9000,10000,9000,1000,Thu
ID768,15-05-2020,Hugh N Charira,Male,Holbrook,Peter Pan,Brogues,Women Bag,2,Sales,6700,5001,13400,10002,3398,Fri
ID769,16-05-2020,Lucius C Moorhead,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,6700,5002,13400,10004,3396,Sat
ID770,17-05-2020,Deane I Keorn,Male,Freeport,Farida Ibrahim,Heels,Women Bag,1,Sales,22000,20000,22000,20000,2000,Sun
ID771,15-05-2020,Joannie E Wolrers,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,1,Returned,10000,9000,10000,9000,1000,Fri
ID772,19-05-2020,Christene L Mccrleb,Male,Garden City,Felex Ada,Foot Ball Boots Women,Women Bag,1,Sales,8500,7600,8500,7600,900,Tue
ID773,20-05-2020,Alline V Kusrner,Male,Harrison,Winner Sanda,Leader Hand Bag White,Female Bag,2,Sales,8500,7600,17000,15200,1800,Wed
ID774,21-05-2020,Vicki Y Harrrave,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,3,Sales,13200,12000,39600,36000,3600,Thu
ID775,22-05-2020,Julienne A Merrel,Male,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,2,Sales,22000,20000,44000,40000,4000,Fri
ID776,23-05-2020,Keven C Thore,Male,Freeport,Farida Ibrahim,Flip Flops,Women Bag,2,Sales,7700,7000,15400,14000,1400,Sat
ID777,24-05-2020,Eusebia N Walrroup,Male,Garden City,Felex Ada,Leader Hand Bag Black,Female Bag,3,Sales,22000,20000,66000,60000,6000,Sun
ID778,25-05-2020,Veronique E Eccreston,Female,Harrison,Winner Sanda,Military Boots Women,Women Bag,1,Sales,44000,40000,44000,40000,4000,Mon
ID779,26-05-2020,Sean W Ricrman,Female,Holbrook,Peter Pan,Court Shoes,Women Bag,2,Sales,19800,18000,39600,36000,3600,Tue
ID780,27-05-2020,Lala C Marruez,Female,Freeport,Farida Ibrahim,Brogues,Women Bag,2,Sales,9950,9000,19900,18000,1900,Wed
ID781,25-05-2020,Derick A Macry,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,7700,7000,15400,14000,1400,Mon
ID782,29-05-2020,Eda O Brare,Male,Garden City,Felex Ada,Heels,Women Bag,4,Sales,11000,10000,44000,40000,4000,Fri
ID783,30-05-2020,Willis D Weirsman,Male,Harrison,Winner Sanda,Calf Boots Men,Men Shoes,1,Sales,13200,12000,13200,12000,1200,Sat
ID784,31-05-2020,Mariam F Pinreiro,Male,Holbrook,Peter Pan,Foot Ball Boots Women,Women Bag,2,Sales,9950,9000,19900,18000,1900,Sun
ID785,01-05-2020,Malcom L Meirter,Female,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,2,Sales,7700,7000,15400,14000,1400,Fri
ID786,02-05-2020,Holli G Ethridge,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,4,Sales,11000,10000,44000,40000,4000,Sat
ID787,03-05-2020,Cole N Polrng,Male,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,1,Sales,13200,12000,13200,12000,1200,Sun
ID788,04-05-2020,Ahmad V Lynre,Male,Holbrook,Peter Pan,Flip Flops,Women Bag,2,Sales,9950,9000,19900,18000,1900,Mon
ID789,05-05-2020,Mariano F Leary,Male,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,2,Sales,7700,7000,15400,14000,1400,Tue
ID790,06-05-2020,Tawanda E Bucranon,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,1,Sales,11000,10000,11000,10000,1000,Wed
ID791,07-05-2020,Nickolas G Grorsi,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,1,Sales,7700,7000,7700,7000,700,Thu
ID792,05-05-2020,Bradford K Marratt,Male,Holbrook,Peter Pan,Brogues,Women Bag,2,Sales,9950,9000,19900,18000,1900,Tue
ID793,09-05-2020,Carlton P Bosr,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,19800,18000,39600,36000,3600,Sat
ID794,10-05-2020,Asuncion X Brarnstein,Male,Holbrook,Peter Pan,Heels,Women Bag,1,Sales,44000,40000,44000,40000,4000,Sun
ID795,11-05-2020,Theron T Krarer,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,1,Sales,22000,20000,22000,20000,2000,Mon
ID796,12-05-2020,Jeramy F Metryer,Male,Holbrook,Peter Pan,Foot Ball Boots Women,Women Bag,2,Sales,13000,12000,26000,24000,2000,Tue
ID797,13-05-2020,Sol K Rogrr,Male,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,2,Sales,6700,5000,13400,10000,3400,Wed
ID798,14-05-2020,Earnest H Birrholz,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,1,Sales,6700,5001,6700,5001,1699,Thu
ID799,15-05-2020,Amada J Knorse,Female,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,1,Sales,6700,5002,6700,5002,1698,Fri
ID800,16-05-2020,Gregorio H Hotringer,Female,Holbrook,Peter Pan,Flip Flops,Women Bag,2,Sales,6700,5000,13400,10000,3400,Sat
ID801,17-05-2020,Lawerence W Abernethy,Female,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,2,Sales,6700,5001,13400,10002,3398,Sun
ID802,15-05-2020,Marina X Quarle,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,1,Sales,6700,5002,6700,5002,1698,Fri
ID803,19-05-2020,Whitney N Wasrnger,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,1,Sales,6700,5000,6700,5000,1700,Tue
ID804,20-05-2020,Roy W Wilrie,Male,Holbrook,Peter Pan,Brogues,Women Bag,2,Sales,6700,5001,13400,10002,3398,Wed
ID805,21-05-2020,Hyun Z Bynre,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,6700,5002,13400,10004,3396,Thu
ID806,22-05-2020,Katelin F Conry,Female,Holbrook,Peter Pan,Heels,Women Bag,1,Sales,22000,20000,22000,20000,2000,Fri
ID807,23-05-2020,Jennifer Z Prirgen,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,1,Returned,10000,9000,10000,9000,1000,Sat
ID808,24-05-2020,Zachary U Brerden,Male,Holbrook,Peter Pan,Foot Ball Boots Women,Women Bag,1,Sales,8500,7600,8500,7600,900,Sun
ID809,25-05-2020,Deon U Mource,Male,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,2,Returned,8500,7600,17000,15200,1800,Mon
ID810,26-05-2020,Buddy G Sternbeck,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,3,Sales,13200,12000,39600,36000,3600,Tue
ID811,27-05-2020,Julius N Bakrer,Male,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,2,Sales,22000,20000,44000,40000,4000,Wed
ID812,25-05-2020,,Male,Holbrook,Peter Pan,Flip Flops,Women Bag,2,Sales,7700,7000,15400,14000,1400,Mon
ID813,29-05-2020,Jamal G Dimrrco,Male,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,3,Sales,22000,20000,66000,60000,6000,Fri
ID814,30-05-2020,Stephan Q Ranrer,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,1,Sales,44000,40000,44000,40000,4000,Sat
ID815,31-05-2020,Jackie P Monrague,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,2,Sales,19800,18000,39600,36000,3600,Sun
ID816,01-05-2020,,Male,Holbrook,Peter Pan,Brogues,Women Bag,2,Sales,9950,9000,19900,18000,1900,Fri
ID817,02-05-2020,Hosea B Micrelson,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,7700,7000,15400,14000,1400,Sat
ID818,03-05-2020,Carly L Sirranni,Male,Freeport,Farida Ibrahim,Heels,Women Bag,4,Sales,11000,10000,44000,40000,4000,Sun
ID819,04-05-2020,Abram S Manrique,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,1,Sales,13200,12000,13200,12000,1200,Mon
ID820,05-05-2020,Mica Z Herrberg,Female,Freeport,Farida Ibrahim,Foot Ball Boots Women,Women Bag,2,Sales,9950,9000,19900,18000,1900,Tue
ID821,06-05-2020,Lemuel W Harrman,Female,Garden City,Felex Ada,Leader Hand Bag White,Female Bag,2,Sales,7700,7000,15400,14000,1400,Wed
ID822,07-05-2020,Shanelle Z Hicr,Female,Harrison,Winner Sanda,Military Boots Women,Women Bag,4,Sales,11000,10000,44000,40000,4000,Thu
ID823,05-05-2020,Maryellen H Harrness,Male,Holbrook,Peter Pan,Wellington Boots,Women Bag,1,Sales,13200,12000,13200,12000,1200,Tue
ID824,09-05-2020,Sylvester Z Blarkledge,Male,Freeport,Farida Ibrahim,Flip Flops,Women Bag,2,Sales,1900,1800,3800,3600,200,Sat
ID825,10-05-2020,Vivienne X Binron,Male,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,2,Sales,200,190,400,380,20,Sun
ID826,11-05-2020,Ahmed C Minrh,Male,Garden City,Felex Ada,Military Boots Women,Women Bag,1,Sales,2250,2200,2250,2200,50,Mon
ID827,12-05-2020,Leopoldo U Holr,Female,Harrison,Winner Sanda,Court Shoes,Women Bag,1,Sales,100,90,100,90,10,Tue
ID828,13-05-2020,Gemma I Chirton,Male,Holbrook,Peter Pan,Brogues,Women Bag,2,Sales,100,80,200,160,40,Wed
ID829,14-05-2020,Laurence K Rylrs,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,2000,1850,4000,3700,300,Thu
ID830,15-05-2020,Eleanor D Dicrson,Male,Freeport,Farida Ibrahim,Heels,Women Bag,1,Sales,9500,8000,9500,8000,1500,Fri
ID831,16-05-2020,Elsy B Latra,Male,Garden City,Felex Ada,Calf Boots Men,Men Shoes,1,Sales,4700,4000,4700,4000,700,Sat
ID832,17-05-2020,Sherwood K Shire,Male,Harrison,Winner Sanda,Foot Ball Boots Women,Women Bag,2,Sales,400,360,800,720,80,Sun
ID833,15-05-2020,Carolynn V Moyrihan,Male,Holbrook,Peter Pan,Leader Hand Bag White,Female Bag,2,Sales,100,90,200,180,20,Fri
ID834,19-05-2020,Mckinley H Scorield,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,1,Sales,1600,1590,1600,1590,10,Tue
ID835,20-05-2020,Brendon V Crorther,Male,Holbrook,Peter Pan,Wellington Boots,Women Bag,1,Sales,50,45,50,45,5,Wed
ID836,21-05-2020,Nancy V Trordon,Male,Freeport,Farida Ibrahim,Flip Flops,Women Bag,2,Sales,600,450,1200,900,300,Thu
ID837,22-05-2020,Darin U Shirp,Male,Holbrook,Peter Pan,Leader Hand Bag Black,Female Bag,2,Sales,170,150,340,300,40,Fri
ID838,23-05-2020,Joel S Maire,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,1,Sales,25,20,25,20,5,Sat
ID839,24-05-2020,Luciana N Camrfield,Male,Holbrook,Peter Pan,Court Shoes,Women Bag,1,Sales,6700,5000,6700,5000,1700,Sun
ID840,25-05-2020,Gilbert Z Blors,Male,Freeport,Farida Ibrahim,Brogues,Women Bag,2,Sales,6700,5001,13400,10002,3398,Mon
ID841,26-05-2020,Sharda W Chordhury,Female,Holbrook,Peter Pan,Shoe Bag,Female Bag,2,Sales,6700,5002,13400,10004,3396,Tue
ID842,27-05-2020,Chung J Moyrihan,Female,Freeport,Farida Ibrahim,Heels,Women Bag,1,Sales,22000,20000,22000,20000,2000,Wed
ID843,25-05-2020,Dayna M Edmrndson,Female,Holbrook,Peter Pan,Calf Boots Men,Men Shoes,1,Returned,11000,10000,11000,10000,1000,Mon
ID844,29-05-2020,Bobbie S Minrr,Male,Freeport,Farida Ibrahim,Foot Ball Boots Women,Women Bag,1,Sales,8500,7600,8500,7600,900,Fri
ID845,30-05-2020,Gidget X Lorrng,Male,Holbrook,Peter Pan,Leader Hand Bag White,Female Bag,2,Sales,8500,7600,17000,15200,1800,Sat
ID846,31-05-2020,Hettie S Laurer,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,3,Sales,13200,12000,39600,36000,3600,Sun
ID847,01-05-2020,Toi F Starlard,Male,Holbrook,Peter Pan,Wellington Boots,Women Bag,2,Sales,22000,20000,44000,40000,4000,Fri
ID848,02-05-2020,Tristan L Cocrrell,Female,Freeport,Farida Ibrahim,Flip Flops,Women Bag,2,Sales,7700,7000,15400,14000,1400,Sat
ID849,03-05-2020,Towanda H Matron,Male,Holbrook,Peter Pan,Leader Hand Bag Black,Female Bag,3,Sales,22000,20000,66000,60000,6000,Sun
ID850,04-05-2020,Leland C Fifreld,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,1,Sales,44000,40000,44000,40000,4000,Mon
ID851,05-05-2020,Audria W Barrios,Male,Holbrook,Peter Pan,Court Shoes,Women Bag,2,Sales,19800,18000,39600,36000,3600,Tue
ID852,06-05-2020,Jim J Lurre,Male,Freeport,Farida Ibrahim,Brogues,Women Bag,2,Sales,9950,9000,19900,18000,1900,Wed
ID853,07-05-2020,Lorette Y Petrillo,Male,Holbrook,Peter Pan,Shoe Bag,Female Bag,2,Sales,7700,7000,15400,14000,1400,Thu
ID854,05-05-2020,Damian X Grirt,Male,Freeport,Farida Ibrahim,Heels,Women Bag,4,Sales,11000,10000,44000,40000,4000,Tue
ID855,09-05-2020,Zana G Ordrnez,Male,Holbrook,Peter Pan,Calf Boots Men,Men Shoes,1,Sales,13200,12000,13200,12000,1200,Sat
ID856,10-05-2020,Rhett A Charple,Male,Freeport,Farida Ibrahim,Foot Ball Boots Women,Women Bag,2,Sales,1900,1800,3800,3600,200,Sun
ID857,11-05-2020,Jeneva Y Bybre,Male,Holbrook,Peter Pan,Leader Hand Bag White,Female Bag,2,Sales,200,190,400,380,20,Mon
ID858,12-05-2020,Brendon J Camr,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,4,Sales,2250,2200,9000,8800,200,Tue
ID859,13-05-2020,Nettie T Mccrndless,Male,Holbrook,Peter Pan,Wellington Boots,Women Bag,1,Sales,100,90,100,90,10,Wed
ID860,14-05-2020,Lezlie Z Bohrnnan,Male,Freeport,Farida Ibrahim,Flip Flops,Women Bag,2,Sales,100,80,200,160,40,Thu
ID861,15-05-2020,Hester B Cabrna,Male,Holbrook,Peter Pan,Leader Hand Bag Black,Female Bag,2,Sales,2000,1850,4000,3700,300,Fri
ID862,16-05-2020,Isobel K Danre,Female,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,1,Sales,9500,8000,9500,8000,1500,Sat
ID863,17-05-2020,Erica S Harran,Female,Holbrook,Peter Pan,Court Shoes,Women Bag,1,Sales,4700,4000,4700,4000,700,Sun
ID864,15-05-2020,Leda X Hasrell,Female,Freeport,Farida Ibrahim,Brogues,Women Bag,2,Sales,400,360,800,720,80,Fri
ID865,19-05-2020,Loralee V Balr,Male,Holbrook,Peter Pan,Shoe Bag,Female Bag,2,Sales,100,90,200,180,20,Tue
ID866,20-05-2020,Otha T Orrrll,Male,Freeport,Farida Ibrahim,Heels,Women Bag,1,Sales,1600,1590,1600,1590,10,Wed
ID867,21-05-2020,Honey D Eavrs,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,1,Sales,50,45,50,45,5,Thu
ID868,22-05-2020,Ellis V Mcnrel,Male,Freeport,Farida Ibrahim,Foot Ball Boots Women,Women Bag,2,Sales,600,450,1200,900,300,Fri
ID869,23-05-2020,Gabriel S Beare,Female,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,2,Sales,170,150,340,300,40,Sat
ID870,24-05-2020,Nathanael G Mcmrllin,Male,Garden City,Felex Ada,Military Boots Women,Women Bag,1,Sales,25,20,25,20,5,Sun
ID871,25-05-2020,Donald H Mazrr,Male,Harrison,Winner Sanda,Wellington Boots,Women Bag,1,Sales,6700,5002,6700,5002,1698,Mon
ID872,26-05-2020,Eliz R Linreman,Male,Holbrook,Peter Pan,Flip Flops,Women Bag,2,Sales,6700,5000,13400,10000,3400,Tue
ID873,27-05-2020,Gracie P Letr,Male,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,2,Sales,6700,5001,13400,10002,3398,Wed
ID874,25-05-2020,Gema S Grorer,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,1,Sales,6700,5002,6700,5002,1698,Mon
ID875,29-05-2020,Delana Y Frerdman,Male,Garden City,Felex Ada,Court Shoes,Women Bag,1,Sales,6700,5000,6700,5000,1700,Fri
ID876,30-05-2020,Mary Y Tatr,Male,Harrison,Winner Sanda,Brogues,Women Bag,2,Sales,6700,5001,13400,10002,3398,Sat
ID877,31-05-2020,Abe J Macreod,Male,Holbrook,Peter Pan,Shoe Bag,Female Bag,2,Sales,6700,5002,13400,10004,3396,Sun
ID878,01-05-2020,Evon Q Lawron,Male,Freeport,Farida Ibrahim,Heels,Women Bag,1,Sales,22000,20000,22000,20000,2000,Fri
ID879,02-05-2020,Jerlene P Dunrigan,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,1,Returned,11000,10000,11000,10000,1000,Sat
ID880,03-05-2020,Bobbie X Schrenrock,Male,Garden City,Felex Ada,Foot Ball Boots Women,Women Bag,1,Sales,8500,7600,8500,7600,900,Sun
ID881,04-05-2020,Mike A Wadrington,Male,Harrison,Winner Sanda,Leader Hand Bag White,Female Bag,2,Returned,8500,7600,17000,15200,1800,Mon
ID882,05-05-2020,Nigel K Wadrworth,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,3,Sales,13200,12000,39600,36000,3600,Tue
ID883,06-05-2020,Hayden E Novrck,Female,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,2,Sales,22000,20000,44000,40000,4000,Wed
ID884,07-05-2020,Voncile P Troranowski,Female,Holbrook,Peter Pan,Flip Flops,Women Bag,2,Sales,7700,7000,15400,14000,1400,Thu
ID885,05-05-2020,Roberto U Derry,Female,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,3,Sales,22000,20000,66000,60000,6000,Tue
ID886,09-05-2020,Tona S Husrby,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,1,Sales,44000,40000,44000,40000,4000,Sat
ID887,10-05-2020,Londa T Mayr,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,2,Sales,19800,18000,39600,36000,3600,Sun
ID888,11-05-2020,Jocelyn Q Scorti,Male,Holbrook,Peter Pan,Brogues,Women Bag,2,Sales,9950,9000,19900,18000,1900,Mon
ID889,12-05-2020,Frank O Malron,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,7700,7000,15400,14000,1400,Tue
ID890,13-05-2020,Kurtis C Irors,Female,Holbrook,Peter Pan,Heels,Women Bag,4,Sales,11000,10000,44000,40000,4000,Wed
ID891,14-05-2020,Jamey S Seir,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,1,Sales,13200,12000,13200,12000,1200,Thu
ID892,15-05-2020,Walton S Keir,Male,Holbrook,Peter Pan,Foot Ball Boots Women,Women Bag,2,Sales,9950,9000,19900,18000,1900,Fri
ID893,16-05-2020,Micki R Jauregui,Male,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,2,Sales,7700,7000,15400,14000,1400,Sat
ID894,17-05-2020,Ngoc X Watron,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,4,Sales,11000,10000,44000,40000,4000,Sun
ID895,15-05-2020,Inocencia Z Butrau,Male,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,1,Sales,13200,12000,13200,12000,1200,Fri
ID896,19-05-2020,Charlie V Koerler,Male,Holbrook,Peter Pan,Flip Flops,Men Shoes,2,Sales,9950,9000,19900,18000,1900,Tue
ID897,20-05-2020,Rosy U Baureister,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,2,Sales,7700,7000,15400,14000,1400,Wed
ID898,21-05-2020,Charity N Denran,Male,Holbrook,Peter Pan,Brogues,Female Bag,1,Sales,11000,10000,11000,10000,1000,Thu
ID899,22-05-2020,Luke S Tumrin,Male,Freeport,Farida Ibrahim,Shoe Bag,Women Bag,1,Sales,7700,7000,7700,7000,700,Fri
ID900,23-05-2020,,Male,Holbrook,Peter Pan,Heels,Women Bag,2,Sales,9950,9000,19900,18000,1900,Sat
ID901,24-05-2020,Celinda C Magruder,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,2,Sales,19800,18000,39600,36000,3600,Sun
ID902,25-05-2020,Arturo N Halrorsen,Male,Holbrook,Peter Pan,Foot Ball Boots Women,Women Bag,1,Sales,44000,40000,44000,40000,4000,Mon
ID903,26-05-2020,Tiny Z Olireri,Male,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,1,Sales,22000,20000,22000,20000,2000,Tue
ID904,27-05-2020,Kerri Y Carr,Female,Holbrook,Peter Pan,Military Boots Women,Women Bag,2,Sales,13000,12000,26000,24000,2000,Wed
ID905,25-05-2020,Young W Funrs,Female,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,2,Sales,6700,5000,13400,10000,3400,Mon
ID906,29-05-2020,Neomi P Pitrhford,Female,Holbrook,Peter Pan,Wellington Boots,Men Shoes,1,Sales,6700,5001,6700,5001,1699,Fri
ID907,30-05-2020,Ivan A Grorer,Male,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,1,Sales,6700,5002,6700,5002,1698,Sat
ID908,31-05-2020,Etsuko O Wilrot,Male,Holbrook,Peter Pan,Wellington Boots,Female Bag,2,Sales,6700,5000,13400,10000,3400,Sun
ID909,01-05-2020,William B Mcnrrney,Male,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,2,Sales,6700,5001,13400,10002,3398,Fri
ID910,02-05-2020,Logan D Berryman,Male,Holbrook,Peter Pan,Wellington Boots,Women Bag,1,Sales,6700,5002,6700,5002,1698,Sat
ID911,03-05-2020,,Female,Freeport,Farida Ibrahim,Wellington Boots,Men Shoes,1,Sales,6700,5000,6700,5000,1700,Sun
ID912,01-06-2020,Coy I Genrner,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,1,Sales,2250,2200,2250,2200,50,Mon
ID913,02-06-2020,Jimmie F Vasruez,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,1,Sales,100,90,100,90,10,Tue
ID914,03-06-2020,Tommie S Farro,Male,Holbrook,Peter Pan,Brogues,Women Bag,2,Sales,100,80,200,160,40,Wed
ID915,04-06-2020,Daina U Ledrt,Female,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,2000,1850,4000,3700,300,Thu
ID916,06-06-2020,Sophia F Knerht,Female,Freeport,Farida Ibrahim,Heels,Women Bag,1,Sales,9500,8000,9500,8000,1500,Sat
ID917,06-06-2020,Newton V Scaria,Female,Garden City,Felex Ada,Calf Boots Men,Men Shoes,100,Sales,4700,4000,470000,400000,70000,Sat
ID918,07-06-2020,Reatha E Osbr,Male,Harrison,Winner Sanda,Foot Ball Boots Women,Women Bag,2,Sales,400,360,800,720,80,Sun
ID919,06-06-2020,Bell N Molrnaro,Male,Holbrook,Peter Pan,Leader Hand Bag White,Female Bag,2,Sales,100,90,200,180,20,Sat
ID920,09-06-2020,Jason V Grarois,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,20,Sales,1600,1590,32000,31800,200,Tue
ID921,10-06-2020,Elwood T Morr,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,1,Sales,50,45,50,45,5,Wed
ID922,11-06-2020,Lewis M Racrtte,Female,Garden City,Felex Ada,Brogues,Women Bag,2,Sales,600,450,1200,900,300,Thu
ID923,12-06-2020,Leigh Y Hawr,Male,Harrison,Winner Sanda,Shoe Bag,Female Bag,2,Sales,170,150,340,300,40,Fri
ID924,13-06-2020,Thomas B Felrpe,Male,Holbrook,Peter Pan,Wellington Boots,Women Bag,1,Sales,25,20,25,20,5,Sat
ID925,14-06-2020,Israel T Herrzler,Male,Freeport,Farida Ibrahim,Flip Flops,Women Bag,1,Sales,10000,9000,10000,9000,1000,Sun
ID926,16-06-2020,Ona K Koerp,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,2,Sales,6700,5001,13400,10002,3398,Tue
ID927,16-06-2020,Kristofer N Calrhan,Male,Garden City,Felex Ada,Foot Ball Boots Women,Women Bag,2,Sales,6700,5002,13400,10004,3396,Tue
ID928,17-06-2020,Mark F Hamran,Male,Harrison,Winner Sanda,Leader Hand Bag White,Female Bag,1,Sales,22000,20000,22000,20000,2000,Wed
ID929,16-06-2020,Bobbie Q Holrrook,Male,Holbrook,Peter Pan,Leader Hand Bag Black,Female Bag,1,Returned,10000,9000,10000,9000,1000,Tue
ID930,19-06-2020,Abe X Parr,Male,Freeport,Farida Ibrahim,Trainers Women,Women Bag,1,Sales,8500,7600,8500,7600,900,Fri
ID931,20-06-2020,Mignon Q Dilrs,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,2,Sales,8500,7600,17000,15200,1800,Sat
ID932,21-06-2020,Casey D Krirr,Male,Garden City,Felex Ada,Court Shoes,Women Bag,3,Sales,13200,12000,39600,36000,3600,Sun
